game_number,game_id,name,opponent,result,start,minutes,fg,fga,fg_pct,two_fg,two_fga,two_pct,three_fg,three_fga,three_pct,ft,fta,ft_pct,PPS_two,PPS_three,PPS,o_reb,d_reb,tot_reb,ast,stl,blk,tov,foul,pts
19,20150125,Rasheed Sulaimon,St. John's (NY),W,0,16,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,1,4,0.25,NaN,1,1.3333333333333333,1,3,4,1,0,0,0,4,4
20,20150128,Rasheed Sulaimon,Notre Dame,L,0,12,1,6,0.16666666666666666,1,4,0.25,0,2,0,1,2,0.5,0.5,0,0.5,0,1,1,0,2,0,0,2,3
1,20141114,Marshall Plumlee,Presbyterian,W,0,17,1,2,0.5,0,1,0,1,1,1,2,2,1,0,3,2.5,4,3,7,3,2,0,1,3,5
2,20141115,Marshall Plumlee,Fairfield,W,0,13,3,3,1,3,3,1,0,0,NaN,2,2,1,2,NaN,2.6666666666666665,1,0,1,0,0,1,0,0,8
3,20141118,Marshall Plumlee,Michigan State,W,0,9,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,1,0,2,0
4,20141121,Marshall Plumlee,Temple,W,0,11,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,4,5,1,2,2,1,0,2
5,20141122,Marshall Plumlee,Stanford,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,1,0
6,20141126,Marshall Plumlee,Furman,W,0,12,0,0,NaN,0,0,NaN,0,0,NaN,2,2,1,NaN,NaN,Inf,1,1,2,0,0,0,0,1,2
7,20141130,Marshall Plumlee,Army,W,0,13,2,2,1,2,2,1,0,0,NaN,4,4,1,2,NaN,4,3,2,5,0,0,2,1,3,8
8,20141203,Marshall Plumlee,Wisconsin,W,0,8,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,NaN,0,0,NaN,1.3333333333333333,NaN,1.3333333333333333,2,1,3,0,0,0,0,2,4
9,20141215,Marshall Plumlee,Elon,W,0,10,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,2,2,0,0,2,0,2,0
10,20141218,Marshall Plumlee,UConn,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,0,1,0,0,2,0,2,0
11,20141229,Marshall Plumlee,Toledo,W,0,6,1,1,1,1,1,1,0,0,NaN,2,4,0.5,2,NaN,4,1,1,2,0,0,0,0,0,4
12,20141231,Marshall Plumlee,Wofford,W,0,11,0,1,0,0,1,0,0,0,NaN,3,4,0.75,0,NaN,3,1,2,3,0,0,0,0,0,3
13,20150103,Marshall Plumlee,Boston College,W,0,11,1,1,1,1,1,1,0,0,NaN,1,2,0.5,2,NaN,3,4,2,6,1,1,4,1,0,3
14,20150107,Marshall Plumlee,Wake Forest,W,0,7,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,1,2,0,0,0,0,1,2
15,20150111,Marshall Plumlee,NC State,L,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0
16,20150113,Marshall Plumlee,Miami (FL),L,0,6,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,1,0,0,2,0
17,20150117,Marshall Plumlee,Louisville,W,0,6,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,1,1,0,0,0,0,1,0
18,20150119,Marshall Plumlee,Pitt,W,0,7,1,1,1,1,1,1,0,0,NaN,2,2,1,2,NaN,4,1,0,1,0,0,1,0,4,4
19,20150125,Marshall Plumlee,St. John's (NY),W,0,12,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,4,5,0,0,0,0,2,2
20,20150128,Marshall Plumlee,Notre Dame,L,0,6,0,0,NaN,0,0,NaN,0,0,NaN,0,1,0,NaN,NaN,NaN,1,0,1,1,0,0,1,0,0
21,20150131,Marshall Plumlee,Virginia,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
22,20150204,Marshall Plumlee,Georgia Tech,W,0,8,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,1,1,2,0,0,0,0,3,0
23,20150207,Marshall Plumlee,Notre Dame,W,0,11,1,2,0.5,1,2,0.5,0,0,NaN,0,0,NaN,1,NaN,1,1,2,3,0,0,1,1,4,2
24,20150209,Marshall Plumlee,Florida State,W,0,10,2,2,1,2,2,1,0,0,NaN,0,0,NaN,2,NaN,2,1,2,3,0,0,2,0,1,4
25,20150214,Marshall Plumlee,Syracuse,W,0,8,1,1,1,1,1,1,0,0,NaN,0,1,0,2,NaN,2,0,2,2,0,0,0,1,3,2
26,20150218,Marshall Plumlee,UNC,W,0,7,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,2,0,0,0,0,0,0
27,20150221,Marshall Plumlee,Clemson,W,0,24,1,1,1,1,1,1,0,0,NaN,1,2,0.5,2,NaN,3,0,3,3,0,0,0,0,3,3
28,20150225,Marshall Plumlee,Virginia Tech,W,0,6,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,2,2,0,0,0,1,2,0
29,20150228,Marshall Plumlee,Syracuse,W,0,7,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,2,1,0,0,2,2,0
30,20150304,Marshall Plumlee,Wake Forest,W,0,18,1,1,1,1,1,1,0,0,NaN,2,2,1,2,NaN,4,1,3,4,1,1,0,1,2,4
31,20150307,Marshall Plumlee,UNC,W,0,7,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,2,0,2,0,0,0,1,2,0
32,20150312,Marshall Plumlee,NC State,W,0,21,6,6,1,6,6,1,0,0,NaN,0,0,NaN,2,NaN,2,1,1,2,1,1,3,0,3,12
33,20150313,Marshall Plumlee,Notre Dame,L,0,5,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,0,1,0,0,0,0,1,2
34,20150320,Marshall Plumlee,Robert Morris,W,0,19,5,6,0.8333333333333334,5,6,0.8333333333333334,0,0,NaN,0,1,0,1.6666666666666667,NaN,1.6666666666666667,5,5,10,1,0,0,1,0,10
35,20150322,Marshall Plumlee,San Diego State,W,0,7,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,1,0
36,20150327,Marshall Plumlee,Utah,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,0,1,2,0
37,20150329,Marshall Plumlee,Gonzaga,W,0,8,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,0,0,0,0
38,20150404,Marshall Plumlee,Michigan State,W,0,10,0,0,NaN,0,0,NaN,0,0,NaN,1,2,0.5,NaN,NaN,Inf,0,3,3,0,0,1,0,1,1
39,20150406,Marshall Plumlee,Wisconsin,W,0,9,0,2,0,0,2,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,1,0,0,0,1,0
1,20141114,Semi Ojeleye,Presbyterian,W,0,19,1,6,0.16666666666666666,0,0,NaN,1,6,0.16666666666666666,0,0,NaN,NaN,0.5,0.5,1,4,5,0,2,0,0,4,3
2,20141115,Semi Ojeleye,Fairfield,W,0,11,2,5,0.4,0,0,NaN,2,5,0.4,1,2,0.5,NaN,1.2,1.4,0,1,1,0,1,0,0,2,7
3,20141118,Semi Ojeleye,Michigan State,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,0,0,0,0
4,20141121,Semi Ojeleye,Temple,W,0,4,0,2,0,0,0,NaN,0,2,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,2,0
5,20141126,Semi Ojeleye,Furman,W,0,15,2,3,0.6666666666666666,1,1,1,1,2,0.5,1,1,1,2,1.5,2,1,2,3,0,0,0,0,2,6
6,20141130,Semi Ojeleye,Army,W,0,12,0,2,0,0,1,0,0,1,0,2,4,0.5,0,0,1,1,3,4,1,0,0,0,1,2
1,20141114,Nick Pagliuca,Presbyterian,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,2,1,0,0,0,1,0
2,20141115,Nick Pagliuca,Fairfield,W,0,3,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,0,0,NaN,NaN,1,1,0,1,1,0,0,0,0,0,3
3,20141126,Nick Pagliuca,Furman,W,0,2,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,0,0,0,1,0
4,20150103,Nick Pagliuca,Boston College,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0
5,20150207,Nick Pagliuca,Notre Dame,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
6,20150221,Nick Pagliuca,Clemson,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0
7,20150312,Nick Pagliuca,NC State,W,0,2,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
8,20150320,Nick Pagliuca,Robert Morris,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,0,0
9,20150322,Nick Pagliuca,San Diego State,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
10,20150329,Nick Pagliuca,Gonzaga,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
11,20150404,Nick Pagliuca,Michigan State,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
1,20141114,Sean Kelly,Presbyterian,W,0,3,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,0,0,0,1,0,0,0,0,0
2,20141115,Sean Kelly,Fairfield,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,0,0
3,20150103,Sean Kelly,Boston College,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
4,20150207,Sean Kelly,Notre Dame,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
5,20150221,Sean Kelly,Clemson,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
6,20150304,Sean Kelly,Wake Forest,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
7,20150312,Sean Kelly,NC State,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
8,20150320,Sean Kelly,Robert Morris,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
9,20150322,Sean Kelly,San Diego State,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
10,20150404,Sean Kelly,Michigan State,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
