time,time_diff,team,play,home_score,away_score,fgm,fga,three_fgm,three_fga,ftm,fta,PPS,asts,o_reb,d_reb,stl,blk,to,foul,game_number
1123,7,Duke,RJ Barrett missed Jumper.,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1123,0,Duke,Javin DeLaurier Offensive Rebound.,4,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
1118,5,Duke,Javin DeLaurier made Dunk.,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1102,16,Opponent,Trey Phills Turnover.,4,2,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
1093,9,Duke,RJ Barrett made Jumper.,4,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1066,27,Opponent,Miye Oni made Jumper.,6,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1049,17,Duke,Zion Williamson Turnover.,6,4,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
1024,25,Opponent,Miye Oni made Layup.,8,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1009,15,Duke,RJ Barrett missed Jumper.,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1009,0,Duke,Javin DeLaurier Offensive Rebound.,8,4,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
1005,4,Duke,Javin DeLaurier made Layup.,8,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
993,12,Opponent,Alex Copeland missed Jumper.,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
993,0,Opponent,Blake Reynolds Offensive Rebound.,8,6,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
986,7,Opponent,Miye Oni missed Jumper.,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
986,0,Duke,Tre Jones Defensive Rebound.,8,6,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
981,5,Opponent,Foul on Blake Reynolds.,8,6,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
976,5,Duke,Tre Jones missed Jumper.,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
976,0,Opponent,Jordan Bruner Defensive Rebound.,8,6,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
964,12,Opponent,Trey Phills made Layup. Assisted by Jordan Bruner.,10,6,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
953,11,Duke,Zion Williamson made Layup. Assisted by Cam Reddish.,10,8,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
934,19,Opponent,Alex Copeland Turnover.,10,8,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
934,0,Duke,Zion Williamson Steal.,10,8,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
929,5,Duke,Tre Jones made Layup. Assisted by Zion Williamson.,10,10,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
920,9,Opponent,Foul on Alex Copeland.,10,10,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
920,0,Opponent,Alex Copeland Turnover.,10,10,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
920,0,Official,Official TV Timeout,10,10,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
913,7,Duke,Marques Bolden missed Layup.,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
913,0,Duke,Marques Bolden Offensive Rebound.,10,10,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
911,2,Duke,Marques Bolden missed Layup.,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
907,4,Opponent,Miye Oni Defensive Rebound.,10,10,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
883,24,Opponent,Alex Copeland made Layup.,12,10,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
871,12,Opponent,Foul on Miye Oni.,12,10,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
871,0,Duke,RJ Barrett made Free Throw.,12,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
871,0,Duke,RJ Barrett made Free Throw.,12,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
851,20,Opponent,Jordan Bruner made Three Point Jumper. Assisted by Miye Oni.,15,12,1,1,1,1,0,0,3,1,0,0,0,0,0,0,10
836,15,Opponent,Foul on Paul Atkinson.,15,12,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
836,0,Duke,Zion Williamson missed Free Throw.,15,12,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
836,0,Duke,Duke Deadball Team Rebound.,15,12,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
836,0,Duke,Zion Williamson made Free Throw.,15,13,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
816,20,Opponent,Miye Oni Turnover.,15,13,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
816,0,Duke,RJ Barrett Steal.,15,13,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
810,6,Duke,Javin DeLaurier made Layup. Assisted by Zion Williamson.,15,15,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
792,18,Duke,Foul on Zion Williamson.,15,15,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
775,17,Opponent,Azar Swain missed Three Point Jumper.,15,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
775,0,Duke,Cam Reddish Defensive Rebound.,15,15,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
768,7,Duke,RJ Barrett made Layup. Assisted by Jack White.,15,17,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
762,6,Opponent,Alex Copeland Turnover.,15,17,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
762,0,Duke,Tre Jones Steal.,15,17,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
757,5,Duke,Tre Jones missed Layup.,15,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
757,0,Opponent,Alex Copeland Defensive Rebound.,15,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
742,15,Opponent,Alex Copeland missed Jumper.,15,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
742,0,Opponent,Paul Atkinson Offensive Rebound.,15,17,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
742,0,Opponent,Paul Atkinson made Two Point Tip Shot.,17,17,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
724,18,Opponent,Foul on Trey Phills.,17,17,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
721,3,Duke,Cam Reddish made Layup. Assisted by Tre Jones.,17,19,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
704,17,Opponent,Miye Oni Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
704,0,Duke,Cam Reddish Steal.,17,19,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
699,5,Duke,Cam Reddish Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
699,0,Opponent,Azar Swain Steal.,17,19,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
695,4,Opponent,Azar Swain Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
695,0,Duke,Jack White Steal.,17,19,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
691,4,Duke,Cam Reddish missed Three Point Jumper.,17,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
691,0,Opponent,Miye Oni Defensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
675,16,Opponent,Trey Phills missed Three Point Jumper.,17,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
675,0,Duke,Alex O'Connell Defensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
669,6,Duke,Alex O'Connell Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
669,0,Opponent,Trey Phills Steal.,17,19,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
663,6,Official,Official TV Timeout,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
657,6,Opponent,Azar Swain missed Three Point Jumper.,17,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
657,0,Duke,RJ Barrett Defensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
648,9,Duke,Cam Reddish Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
636,12,Opponent,Azar Swain Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
626,10,Duke,Zion Williamson missed Layup.,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
626,0,Opponent,Jordan Bruner Defensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
611,15,Opponent,Azar Swain missed Jumper.,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
611,0,Duke,RJ Barrett Block.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,10
611,0,Opponent,Jordan Bruner Offensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
605,6,Opponent,Azar Swain missed Three Point Jumper.,17,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
605,0,Duke,Cam Reddish Defensive Rebound.,17,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
598,7,Opponent,Foul on Jalen Gabbidon.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
596,2,Duke,Foul on Marques Bolden.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
596,0,Duke,Marques Bolden Turnover.,17,19,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
578,18,Opponent,Alex Copeland made Three Point Jumper. Assisted by Miye Oni.,20,19,1,1,1,1,0,0,3,1,0,0,0,0,0,0,10
569,9,Duke,Zion Williamson missed Layup.,20,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
569,0,Duke,Zion Williamson Offensive Rebound.,20,19,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
569,0,Duke,Zion Williamson made Two Point Tip Shot.,20,21,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
552,17,Opponent,Jalen Gabbidon missed Three Point Jumper.,20,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
552,0,Duke,RJ Barrett Defensive Rebound.,20,21,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
543,9,Duke,Cam Reddish missed Three Point Jumper.,20,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
543,0,Opponent,Alex Copeland Defensive Rebound.,20,21,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
535,8,Opponent,Jordan Bruner missed Three Point Jumper.,20,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
535,0,Duke,Zion Williamson Defensive Rebound.,20,21,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
527,8,Duke,Foul on Zion Williamson.,20,21,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
527,0,Duke,Zion Williamson Turnover.,20,21,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
515,12,Opponent,Miye Oni missed Jumper.,20,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
515,0,Duke,Jack White Defensive Rebound.,20,21,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
502,13,Duke,RJ Barrett missed Three Point Jumper.,20,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
502,0,Opponent,Jalen Gabbidon Defensive Rebound.,20,21,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
488,14,Opponent,Blake Reynolds made Dunk. Assisted by Jordan Bruner.,22,21,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
477,11,Duke,Alex O'Connell made Three Point Jumper. Assisted by Tre Jones.,22,24,1,1,1,1,0,0,3,1,0,0,0,0,0,0,10
461,16,Opponent,Jordan Bruner Turnover.,22,24,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
461,0,Duke,Javin DeLaurier Steal.,22,24,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
458,3,Duke,Tre Jones made Layup. Assisted by RJ Barrett.,22,26,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
436,22,Opponent,Miye Oni Turnover.,22,26,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
436,0,Duke,Tre Jones Steal.,22,26,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
429,7,Duke,Jack White missed Three Point Jumper.,22,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
429,0,Duke,Jack White Offensive Rebound.,22,26,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
423,6,Duke,Jack White missed Jumper.,22,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
423,0,Opponent,Jalen Gabbidon Defensive Rebound.,22,26,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
421,2,Official,Official TV Timeout,22,26,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
421,0,Official,Official TV Timeout,22,26,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
404,17,Opponent,Jordan Bruner missed Layup.,22,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
404,0,Duke,Jack White Block.,22,26,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,10
404,0,Duke,Jack White Defensive Rebound.,22,26,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
380,24,Duke,RJ Barrett missed Layup.,22,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
380,0,Opponent,Paul Atkinson Defensive Rebound.,22,26,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
354,26,Duke,Foul on RJ Barrett.,22,26,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
354,0,Opponent,Paul Atkinson missed Free Throw.,22,26,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
354,0,Opponent,Yale Deadball Team Rebound.,22,26,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
354,0,Opponent,Paul Atkinson made Free Throw.,23,26,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
342,12,Opponent,Foul on Trey Phills.,23,26,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
342,0,Duke,RJ Barrett made Free Throw.,23,27,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
342,0,Duke,RJ Barrett missed Free Throw.,23,27,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
342,0,Duke,Jack White Offensive Rebound.,23,27,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
342,0,Opponent,Foul on Blake Reynolds.,23,27,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
342,0,Duke,Jack White made Free Throw.,23,28,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
342,0,Duke,Jack White missed Free Throw.,23,28,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
342,0,Opponent,Paul Atkinson Defensive Rebound.,23,28,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
340,2,Duke,Foul on Javin DeLaurier.,23,28,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
327,13,Opponent,Jordan Bruner Turnover.,23,28,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
327,0,Duke,Alex O'Connell Steal.,23,28,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
323,4,Duke,Alex O'Connell made Dunk.,23,30,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
320,3,Opponent,Yale  Timeout,23,30,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
302,18,Opponent,Jordan Bruner missed Three Point Jumper.,23,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
302,0,Opponent,Paul Atkinson Offensive Rebound.,23,30,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
297,5,Opponent,Paul Atkinson missed Layup.,23,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
297,0,Duke,Javin DeLaurier Defensive Rebound.,23,30,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
287,10,Duke,RJ Barrett made Three Point Jumper.,23,33,1,1,1,1,0,0,3,0,0,0,0,0,0,0,10
269,18,Opponent,Alex Copeland Turnover.,23,33,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
269,0,Duke,Jack White Steal.,23,33,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
265,4,Duke,RJ Barrett made Layup. Assisted by Alex O'Connell.,23,35,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
251,14,Duke,Foul on Jack White.,23,35,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
251,0,Opponent,Miye Oni made Free Throw.,24,35,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
251,0,Opponent,Miye Oni made Free Throw.,25,35,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
238,13,Duke,Zion Williamson made Layup.,25,37,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
222,16,Opponent,Jordan Bruner Turnover.,25,37,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
222,0,Official,Official TV Timeout,25,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
213,9,Duke,RJ Barrett missed Jumper.,25,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
213,0,Opponent,Miye Oni Defensive Rebound.,25,37,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
189,24,Opponent,Paul Atkinson made Layup. Assisted by Jordan Bruner.,27,37,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
178,11,Opponent,Foul on Jalen Gabbidon.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
178,0,Duke,RJ Barrett missed Free Throw.,27,37,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
178,0,Opponent,Miye Oni Defensive Rebound.,27,37,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
164,14,Opponent,Jalen Gabbidon Turnover.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
164,0,Duke,Tre Jones Steal.,27,37,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
158,6,Opponent,Foul on Jordan Bruner.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
158,0,Duke,Zion Williamson missed Free Throw.,27,37,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
158,0,Duke,Duke Deadball Team Rebound.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
158,0,Duke,Zion Williamson missed Free Throw.,27,37,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
158,0,Opponent,Jordan Bruner Defensive Rebound.,27,37,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
139,19,Opponent,Miye Oni missed Jumper.,27,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
139,0,Duke,Zion Williamson Defensive Rebound.,27,37,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
131,8,Duke,RJ Barrett missed Three Point Jumper.,27,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
131,0,Opponent,Azar Swain Defensive Rebound.,27,37,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
105,26,Opponent,Paul Atkinson Turnover.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
105,0,Duke,Jack White Steal.,27,37,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
99,6,Opponent,Foul on Paul Atkinson.,27,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
99,0,Duke,Jack White made Free Throw.,27,38,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
99,0,Duke,Jack White missed Free Throw.,27,38,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
99,0,Opponent,Miye Oni Defensive Rebound.,27,38,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
83,16,Opponent,Azar Swain made Three Point Jumper. Assisted by Miye Oni.,30,38,1,1,1,1,0,0,3,1,0,0,0,0,0,0,10
63,20,Opponent,Foul on Miye Oni.,30,38,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
63,0,Duke,Alex O'Connell made Free Throw.,30,39,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
63,0,Duke,Alex O'Connell missed Free Throw.,30,39,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
63,0,Opponent,Jordan Bruner Defensive Rebound.,30,39,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
52,11,Opponent,Austin Williams missed Jumper.,30,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
52,0,Duke,Jack White Defensive Rebound.,30,39,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
42,10,Duke,Tre Jones missed Jumper.,30,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
42,0,Opponent,Matthue Cotton Defensive Rebound.,30,39,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
25,17,Opponent,Miye Oni missed Layup.,30,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
25,0,Duke,Jack White Block.,30,39,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,10
25,0,Opponent,Miye Oni Offensive Rebound.,30,39,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
22,3,Duke,Foul on Tre Jones.,30,39,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
22,0,Opponent,Miye Oni made Free Throw.,31,39,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
22,0,Opponent,Miye Oni made Free Throw.,32,39,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
22,0,Duke,Duke  Timeout,32,39,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
5,17,Duke,Alex O'Connell missed Three Point Jumper.,32,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
5,0,Duke,Jack White Offensive Rebound.,32,39,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
2,3,Duke,Jack White made Dunk.,32,41,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
0,2,Official,End of 1st half,32,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
1200,0,Duke,Jump Ball won by Duke,32,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
1189,11,Opponent,Foul on Jordan Bruner.,32,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
1189,0,Duke,Zion Williamson made Free Throw.,32,42,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
1189,0,Duke,Zion Williamson missed Free Throw.,32,42,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
1189,0,Opponent,Miye Oni Defensive Rebound.,32,42,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
1171,18,Opponent,Alex Copeland missed Jumper.,32,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1171,0,Opponent,Jordan Bruner Offensive Rebound.,32,42,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
1168,3,Duke,Foul on Javin DeLaurier.,32,42,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
1168,0,Opponent,Yale  Timeout,32,42,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
1162,6,Opponent,Miye Oni missed Three Point Jumper.,32,42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
1162,0,Opponent,Blake Reynolds Offensive Rebound.,32,42,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,10
1160,2,Opponent,Blake Reynolds made Layup.,34,42,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1142,18,Duke,Javin DeLaurier Turnover.,34,42,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
1142,0,Opponent,Jordan Bruner Steal.,34,42,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
1137,5,Opponent,Miye Oni Turnover.,34,42,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
1137,0,Duke,Zion Williamson Steal.,34,42,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,10
1133,4,Duke,Cam Reddish made Layup. Assisted by Zion Williamson.,34,44,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
1122,11,Opponent,Alex Copeland missed Three Point Jumper.,34,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
1122,0,Duke,Javin DeLaurier Defensive Rebound.,34,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
1114,8,Duke,Tre Jones made Layup. Assisted by Javin DeLaurier.,34,46,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
1092,22,Opponent,Blake Reynolds made Layup. Assisted by Miye Oni.,36,46,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
1072,20,Opponent,Foul on Jordan Bruner.,36,46,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
1072,0,Duke,Zion Williamson made Free Throw.,36,47,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
1072,0,Duke,Zion Williamson made Free Throw.,36,48,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
1057,15,Opponent,Paul Atkinson Turnover.,36,48,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,10
1049,8,Duke,Cam Reddish made Jumper.,36,50,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1031,18,Opponent,Trey Phills made Layup.,38,50,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
1023,8,Opponent,Foul on Miye Oni.,38,50,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
1023,0,Duke,Cam Reddish missed Free Throw.,38,50,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
1023,0,Duke,Duke Deadball Team Rebound.,38,50,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
1023,0,Duke,Cam Reddish made Free Throw.,38,51,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
1002,21,Duke,Foul on Cam Reddish.,38,51,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
997,5,Opponent,Blake Reynolds missed Three Point Jumper.,38,51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10
997,0,Duke,Zion Williamson Defensive Rebound.,38,51,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,10
986,11,Duke,Zion Williamson made Layup. Assisted by RJ Barrett.,38,53,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
964,22,Duke,Foul on Javin DeLaurier.,38,53,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
964,0,Opponent,Paul Atkinson missed Free Throw.,38,53,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,10
964,0,Opponent,Yale Deadball Team Rebound.,38,53,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
964,0,Opponent,Paul Atkinson made Free Throw.,39,53,0,0,0,0,1,1,1,0,0,0,0,0,0,0,10
953,11,Duke,Jack White made Dunk. Assisted by Zion Williamson.,39,55,1,1,0,0,0,0,2,1,0,0,0,0,0,0,10
935,18,Opponent,Miye Oni made Jumper.,41,55,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
919,16,Duke,Cam Reddish made Jumper.,41,57,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10
919,0,Opponent,Foul on Miye Oni.,41,57,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,10
919,0,Official,Official TV Timeout,41,57,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,10
