time,time_diff,team,play,home_score,away_score,fgm,fga,three_fgm,three_fga,ftm,fta,PPS,asts,o_reb,d_reb,stl,blk,to,foul,game_number
249,0,Opponent,Sam Griesel made Free Throw.,53,80,0,0,0,0,1,1,1,0,0,0,0,0,0,0,35
233,16,Opponent,Justin Robinson Turnover.,53,80,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,35
233,0,Official,Official TV Timeout,53,80,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,35
215,18,Opponent,Jarius Cook made Three Point Jumper. Assisted by Jaxon Knotek.,56,80,1,1,1,1,0,0,3,1,0,0,0,0,0,0,35
194,21,Duke,Antonio Vrankovic missed Jumper.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
194,0,Opponent,Jaxon Knotek Defensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
178,16,Opponent,Tyree Eady missed Three Point Jumper.,56,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35
178,0,Duke,Antonio Vrankovic Defensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
157,21,Duke,Alex O'Connell missed Jumper.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
157,0,Opponent,Jaxon Knotek Defensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
143,14,Opponent,Deng Geu Turnover.,56,80,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,35
143,0,Duke,Jordan Goldwire Steal.,56,80,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,35
139,4,Duke,Alex O'Connell missed Dunk.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
139,0,Opponent,North Dakota State Defensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
129,10,Opponent,Chris Quayle missed Jumper.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
129,0,Opponent,Justin Robinson Defensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
108,21,Duke,Jordan Goldwire missed Three Point Jumper.,56,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35
108,0,Duke,Joey Baker Offensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,35
101,7,Duke,Joey Baker missed Layup.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
101,0,Duke,Joey Baker Offensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,35
93,8,Duke,Joey Baker Turnover.,56,80,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,35
93,0,Opponent,Jordan Horn Steal.,56,80,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,35
87,6,Opponent,Jordan Horn missed Layup.,56,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
87,0,Duke,Joey Baker Block.,56,80,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,35
87,0,Opponent,North Dakota State Offensive Rebound.,56,80,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,35
85,2,Opponent,Jordan Horn made Three Point Jumper. Assisted by Jarius Cook.,59,80,1,1,1,1,0,0,3,1,0,0,0,0,0,0,35
73,12,Duke,Joey Baker made Three Point Jumper. Assisted by Jordan Goldwire.,59,83,1,1,1,1,0,0,3,1,0,0,0,0,0,0,35
60,13,Opponent,Jarius Cook missed Three Point Jumper.,59,83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35
60,0,Opponent,Justin Robinson Defensive Rebound.,59,83,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,35
40,20,Duke,Alex O'Connell made Layup.,59,85,1,1,0,0,0,0,2,0,0,0,0,0,0,0,35
23,17,Opponent,Jarius Cook made Three Point Jumper. Assisted by Jordan Horn.,62,85,1,1,1,1,0,0,3,1,0,0,0,0,0,0,35
0,23,Official,End of Game,62,85,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,35
1200,0,Opponent,Jump Ball won by UCF,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
1173,27,Opponent,Tacko Fall missed Jumper.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1173,0,Opponent,Tacko Fall Offensive Rebound.,0,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
1170,3,Opponent,Tacko Fall made Dunk.,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
1160,10,Duke,Cam Reddish missed Three Point Jumper.,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
1160,0,Opponent,Terrell Allen Defensive Rebound.,2,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1156,4,Opponent,Aubrey Dawkins missed Three Point Jumper.,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
1156,0,Opponent,Collin Smith Offensive Rebound.,2,0,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
1133,23,Duke,Foul on Tre Jones.,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1121,12,Opponent,Collin Smith missed Dunk.,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1121,0,Duke,Javin DeLaurier Block.,2,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
1121,0,Duke,Cam Reddish Defensive Rebound.,2,0,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1110,11,Duke,Zion Williamson made Three Point Jumper. Assisted by Cam Reddish.,2,3,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
1104,6,Duke,Foul on Zion Williamson.,2,3,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1083,21,Opponent,Terrell Allen made Three Point Jumper. Assisted by Aubrey Dawkins.,5,3,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
1064,19,Duke,Zion Williamson missed Three Point Jumper.,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
1064,0,Opponent,Tacko Fall Defensive Rebound.,5,3,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1031,33,Opponent,Terrell Allen missed Jumper.,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1031,0,Duke,RJ Barrett Defensive Rebound.,5,3,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1022,9,Duke,Cam Reddish made Three Point Jumper. Assisted by Tre Jones.,5,6,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
1002,20,Opponent,Aubrey Dawkins made Three Point Jumper. Assisted by Terrell Allen.,8,6,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
991,11,Opponent,Foul on Aubrey Dawkins.,8,6,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
985,6,Duke,Zion Williamson missed Layup.,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
985,0,Opponent,Tacko Fall Block.,8,6,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
985,0,Opponent,B.J. Taylor Defensive Rebound.,8,6,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
973,12,Opponent,B.J. Taylor missed Three Point Jumper.,8,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
973,0,Opponent,Tacko Fall Offensive Rebound.,8,6,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
970,3,Opponent,Tacko Fall made Dunk.,10,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
950,20,Duke,Tre Jones made Jumper. Assisted by RJ Barrett.,10,8,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
921,29,Opponent,Collin Smith Turnover.,10,8,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
921,0,Duke,Zion Williamson Steal.,10,8,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
919,2,Opponent,Foul on Terrell Allen.,10,8,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
919,0,Official,Official TV Timeout,10,8,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
908,11,Opponent,Foul on Tacko Fall.,10,8,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
898,10,Duke,Marques Bolden missed Jumper.,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
898,0,Opponent,Terrell Allen Defensive Rebound.,10,8,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
874,24,Opponent,Collin Smith made Jumper. Assisted by Aubrey Dawkins.,12,8,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
859,15,Duke,Zion Williamson Turnover.,12,8,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
859,0,Opponent,Aubrey Dawkins Steal.,12,8,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
857,2,Opponent,Aubrey Dawkins made Layup.,14,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
846,11,Duke,RJ Barrett made Three Point Jumper. Assisted by Zion Williamson.,14,11,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
818,28,Opponent,Aubrey Dawkins made Three Point Jumper. Assisted by B.J. Taylor.,17,11,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
805,13,Duke,Cam Reddish missed Jumper.,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
805,0,Opponent,Collin Smith Defensive Rebound.,17,11,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
787,18,Opponent,B.J. Taylor missed Three Point Jumper.,17,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
787,0,Duke,Zion Williamson Defensive Rebound.,17,11,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
769,18,Duke,Zion Williamson missed Jumper.,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
769,0,Opponent,Chad Brown Block.,17,11,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
769,0,Opponent,Collin Smith Defensive Rebound.,17,11,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
755,14,Opponent,Terrell Allen Turnover.,17,11,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
755,0,Duke,Tre Jones Steal.,17,11,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
748,7,Duke,Tre Jones Turnover.,17,11,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
748,0,Opponent,Aubrey Dawkins Steal.,17,11,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
748,0,Opponent,Collin Smith missed Jumper.,17,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
748,0,Duke,Tre Jones Defensive Rebound.,17,11,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
737,11,Duke,Tre Jones made Jumper.,17,13,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
708,29,Opponent,B.J. Taylor missed Three Point Jumper.,17,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
708,0,Duke,Cam Reddish Defensive Rebound.,17,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
704,4,Opponent,Foul on Collin Smith.,17,13,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
704,0,Official,Official TV Timeout,17,13,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
692,12,Duke,Tre Jones missed Three Point Jumper.,17,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
692,0,Opponent,Collin Smith Defensive Rebound.,17,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
661,31,Opponent,Tacko Fall missed Jumper.,17,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
661,0,Duke,Javin DeLaurier Block.,17,13,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
661,0,Duke,RJ Barrett Defensive Rebound.,17,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
656,5,Opponent,Foul on Tacko Fall.,17,13,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
646,10,Duke,RJ Barrett missed Three Point Jumper.,17,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
646,0,Opponent,B.J. Taylor Defensive Rebound.,17,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
635,11,Opponent,Aubrey Dawkins made Layup.,19,13,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
613,22,Duke,RJ Barrett missed Jumper.,19,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
608,5,Opponent,UCF Defensive Rebound.,19,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
585,23,Opponent,Collin Smith missed Layup.,19,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
585,0,Duke,Javin DeLaurier Defensive Rebound.,19,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
580,5,Duke,Cam Reddish made Layup. Assisted by RJ Barrett.,19,15,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
552,28,Opponent,Collin Smith Turnover.,19,15,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
552,0,Duke,RJ Barrett Steal.,19,15,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
549,3,Duke,Tre Jones missed Layup.,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
549,0,Opponent,Collin Smith Block.,19,15,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
549,0,Duke,RJ Barrett Offensive Rebound.,19,15,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
546,3,Duke,RJ Barrett made Jumper.,19,17,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
543,3,Opponent,UCF  Timeout,19,17,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
538,5,Opponent,Chad Brown made Dunk. Assisted by Dayon Griffin.,21,17,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
523,15,Duke,Zion Williamson made Layup. Assisted by Tre Jones.,21,19,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
523,0,Opponent,Foul on Chad Brown.,21,19,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
523,0,Duke,Zion Williamson made Free Throw.,21,20,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
504,19,Opponent,Aubrey Dawkins missed Jumper.,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
500,4,Duke,Duke Defensive Rebound.,21,20,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
491,9,Duke,Cam Reddish made Three Point Jumper. Assisted by Zion Williamson.,21,23,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
465,26,Opponent,Collin Smith Turnover.,21,23,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
465,0,Official,Official TV Timeout,21,23,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
446,19,Duke,Zion Williamson Turnover.,21,23,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
446,0,Opponent,Aubrey Dawkins Steal.,21,23,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
431,15,Opponent,B.J. Taylor missed Jumper.,21,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
431,0,Duke,Javin DeLaurier Defensive Rebound.,21,23,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
423,8,Duke,Tre Jones missed Layup.,21,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
423,0,Opponent,Frank Bertz Defensive Rebound.,21,23,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
410,13,Opponent,Aubrey Dawkins Turnover.,21,23,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
397,13,Duke,Tre Jones missed Three Point Jumper.,21,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
397,0,Duke,Zion Williamson Offensive Rebound.,21,23,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
395,2,Duke,Zion Williamson made Layup.,21,25,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
381,14,Opponent,Aubrey Dawkins made Three Point Jumper.,24,25,1,1,1,1,0,0,3,0,0,0,0,0,0,0,36
358,23,Duke,Cam Reddish made Jumper.,24,27,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
330,28,Opponent,Tacko Fall made Dunk.,26,27,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
330,0,Duke,Foul on Javin DeLaurier.,26,27,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
330,0,Opponent,Tacko Fall made Free Throw.,27,27,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
316,14,Duke,RJ Barrett made Three Point Jumper. Assisted by Cam Reddish.,27,30,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
296,20,Duke,Foul on Marques Bolden.,27,30,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
288,8,Opponent,Aubrey Dawkins made Jumper.,29,30,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
274,14,Duke,Zion Williamson missed Jumper.,29,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
274,0,Opponent,Aubrey Dawkins Defensive Rebound.,29,30,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
263,11,Duke,Foul on Cam Reddish.,29,30,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
263,0,Opponent,B.J. Taylor made Free Throw.,30,30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
263,0,Opponent,B.J. Taylor made Free Throw.,31,30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
244,19,Duke,Zion Williamson made Layup. Assisted by RJ Barrett.,31,32,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
232,12,Duke,Foul on Cam Reddish.,31,32,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
232,0,Official,Official TV Timeout,31,32,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
232,0,Opponent,Aubrey Dawkins made Free Throw.,32,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
232,0,Opponent,Aubrey Dawkins made Free Throw.,33,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
232,0,Opponent,Aubrey Dawkins made Free Throw.,34,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
217,15,Duke,Zion Williamson made Dunk. Assisted by RJ Barrett.,34,34,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
204,13,Opponent,Dayon Griffin missed Three Point Jumper.,34,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
204,0,Duke,RJ Barrett Defensive Rebound.,34,34,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
180,24,Duke,RJ Barrett missed Jumper.,34,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
174,6,Opponent,UCF Defensive Rebound.,34,34,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
153,21,Opponent,Aubrey Dawkins Turnover.,34,34,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
153,0,Duke,Javin DeLaurier Steal.,34,34,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
134,19,Duke,Jordan Goldwire missed Three Point Jumper.,34,34,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
134,0,Duke,Zion Williamson Offensive Rebound.,34,34,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
127,7,Duke,Zion Williamson made Jumper.,34,36,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
127,0,Opponent,Foul on Chad Brown.,34,36,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
127,0,Duke,Zion Williamson made Free Throw.,34,37,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
122,5,Opponent,Terrell Allen Turnover.,34,37,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
122,0,Duke,Jordan Goldwire Steal.,34,37,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
119,3,Duke,Tre Jones made Layup.,34,39,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
101,18,Opponent,Frank Bertz missed Three Point Jumper.,34,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
101,0,Duke,Zion Williamson Defensive Rebound.,34,39,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
93,8,Duke,RJ Barrett made Jumper.,34,41,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
93,0,Opponent,Foul on Terrell Allen.,34,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
93,0,Duke,RJ Barrett made Free Throw.,34,42,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
73,20,Duke,Foul on Jordan Goldwire.,34,42,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
73,0,Opponent,B.J. Taylor made Free Throw.,35,42,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
73,0,Opponent,B.J. Taylor made Free Throw.,36,42,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
56,17,Duke,RJ Barrett Turnover.,36,42,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
56,0,Opponent,Collin Smith Steal.,36,42,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
51,5,Opponent,Aubrey Dawkins Turnover.,36,42,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
51,0,Duke,Jordan Goldwire Steal.,36,42,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,36
46,5,Duke,Tre Jones made Layup. Assisted by Zion Williamson.,36,44,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
5,41,Opponent,Collin Smith missed Jumper.,36,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
5,0,Duke,Javin DeLaurier Defensive Rebound.,36,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
0,5,Official,End of 1st half,36,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
1200,0,Duke,Jump Ball won by Duke,36,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
1192,8,Duke,Zion Williamson missed Jumper.,36,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1192,0,Duke,Tre Jones Offensive Rebound.,36,44,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
1185,7,Duke,Tre Jones missed Three Point Jumper.,36,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36
1185,0,Opponent,UCF Defensive Rebound.,36,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1178,7,Opponent,Tacko Fall made Dunk. Assisted by Terrell Allen.,38,44,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
1164,14,Duke,RJ Barrett missed Jumper.,38,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1164,0,Opponent,B.J. Taylor Defensive Rebound.,38,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1142,22,Opponent,Foul on B.J. Taylor.,38,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1142,0,Opponent,B.J. Taylor Turnover.,38,44,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
1120,22,Duke,Foul on Cam Reddish.,38,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1120,0,Duke,Cam Reddish Turnover.,38,44,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,36
1106,14,Opponent,Aubrey Dawkins made Three Point Jumper. Assisted by B.J. Taylor.,41,44,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
1086,20,Duke,RJ Barrett missed Jumper.,41,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1086,0,Duke,RJ Barrett Offensive Rebound.,41,44,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
1082,4,Duke,RJ Barrett missed Jumper.,41,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1082,0,Opponent,Terrell Allen Defensive Rebound.,41,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1073,9,Opponent,Tacko Fall made Dunk. Assisted by Terrell Allen.,43,44,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
1070,3,Duke,Duke  Timeout,43,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
1062,8,Duke,RJ Barrett made Jumper.,43,46,1,1,0,0,0,0,2,0,0,0,0,0,0,0,36
1040,22,Duke,Foul on Javin DeLaurier.,43,46,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1036,4,Opponent,Aubrey Dawkins missed Jumper.,43,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1036,0,Duke,Cam Reddish Block.,43,46,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
1036,0,Duke,Cam Reddish Defensive Rebound.,43,46,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
1028,8,Opponent,Foul on Tacko Fall.,43,46,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
1028,0,Duke,Zion Williamson made Free Throw.,43,47,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
1028,0,Duke,Zion Williamson made Free Throw.,43,48,0,0,0,0,1,1,1,0,0,0,0,0,0,0,36
1012,16,Opponent,Collin Smith missed Jumper.,43,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
1012,0,Duke,Tre Jones Defensive Rebound.,43,48,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
990,22,Duke,Zion Williamson missed Layup.,43,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
990,0,Opponent,Tacko Fall Block.,43,48,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,36
990,0,Duke,Zion Williamson Offensive Rebound.,43,48,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
985,5,Duke,RJ Barrett missed Jumper.,43,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
985,0,Opponent,Terrell Allen Defensive Rebound.,43,48,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
972,13,Opponent,Tacko Fall missed Jumper.,43,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
972,0,Opponent,Tacko Fall Offensive Rebound.,43,48,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,36
969,3,Duke,Foul on Javin DeLaurier.,43,48,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
969,0,Opponent,Tacko Fall missed Free Throw.,43,48,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,36
969,0,Opponent,UCF Deadball Team Rebound.,43,48,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
969,0,Opponent,Tacko Fall missed Free Throw.,43,48,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,36
969,0,Duke,Zion Williamson Defensive Rebound.,43,48,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
955,14,Duke,Zion Williamson made Three Point Jumper. Assisted by Tre Jones.,43,51,1,1,1,1,0,0,3,1,0,0,0,0,0,0,36
931,24,Opponent,B.J. Taylor missed Jumper.,43,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
931,0,Duke,Zion Williamson Defensive Rebound.,43,51,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
917,14,Duke,Cam Reddish missed Jumper.,43,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36
917,0,Opponent,Collin Smith Defensive Rebound.,43,51,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,36
908,9,Opponent,Collin Smith made Jumper. Assisted by Terrell Allen.,45,51,1,1,0,0,0,0,2,1,0,0,0,0,0,0,36
908,0,Duke,Foul on Marques Bolden.,45,51,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,36
908,0,Official,Official TV Timeout,45,51,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,36
