game_number,game_id,opponent,result,start,minutes,fg,fga,fg_pct,two_fg,two_fga,two_pct,three_fg,three_fga,three_pct,ft,fta,ft_pct,PPS_two,PPS_three,PPS,o_reb,d_reb,tot_reb,ast,stl,blk,tov,foul,pts,offball_zone_three,frames_three,offball_zone_four,frames_four,offball_zone_five,frames_five,ball_three,frames_three_ball,ball_four,frames_four_ball,ball_five,frames_five_ball,name,position
3,20141118,Michigan State,W,0,9,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,1,0,2,0,0.8757334214206822,84,1.0533569413789872,26,0.9228565003659969,26,NaN,NA,NaN,NA,NaN,NA,Marshall Plumlee,C
4,20141121,Temple,W,0,11,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,4,5,1,2,2,1,0,2,0.6571681936370728,75,0.8025748745040309,33,0.693501439345103,19,0.02054515382784963,1,0.8300679515130003,10,0.6624911537412319,3,Marshall Plumlee,C
5,20141122,Stanford,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,1,0,0.6881537722411832,51,0.7543818960446902,10,0.3760431296037926,5,NaN,NA,0.7319387171641552,3,0.39526715734536216,3,Marshall Plumlee,C
6,20141126,Furman,W,0,12,0,0,NaN,0,0,NaN,0,0,NaN,2,2,1,NaN,NaN,Inf,1,1,2,0,0,0,0,1,2,0.7643382634739195,111,0.9260319602092255,27,0.9924471034264377,18,0.7909414447633519,3,0.9062380413045397,2,0.7198711216448896,2,Marshall Plumlee,C
7,20141130,Army,W,0,13,2,2,1,2,2,1,0,0,NaN,4,4,1,2,NaN,4,3,2,5,0,0,2,1,3,8,0.7441650943478293,141,0.7287457533132982,16,0.8832068882256975,26,0.5715162305116754,4,0.6701564325110857,1,1.2760076577085828,1,Marshall Plumlee,C
9,20141215,Elon,W,0,10,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,2,2,0,0,2,0,2,0,0.673845921684363,165,0.5710822724792842,26,0.648905750946655,14,0.7846473933667601,1,0.9653929459756803,2,NaN,NA,Marshall Plumlee,C
11,20141229,Toledo,W,0,6,1,1,1,1,1,1,0,0,NaN,2,4,0.5,2,NaN,4,1,1,2,0,0,0,0,0,4,0.7433017780146175,102,0.8151903494420362,16,0.8745538850772986,6,0.8380861578940982,4,1.0457282662169491,2,NaN,NA,Marshall Plumlee,C
12,20141231,Wofford,W,0,11,0,1,0,0,1,0,0,0,NaN,3,4,0.75,0,NaN,3,1,2,3,0,0,0,0,0,3,0.7295827239885422,109,0.8397383479857297,44,0.7440783763652061,22,NaN,NA,0.5739913846393737,1,0.4790422208630976,2,Marshall Plumlee,C
13,20150103,Boston College,W,0,11,1,1,1,1,1,1,0,0,NaN,1,2,0.5,2,NaN,3,4,2,6,1,1,4,1,0,3,0.6976108536751225,206,0.9947577743788621,18,1.106709257247406,16,0.6568876513885421,3,NaN,NA,NaN,NA,Marshall Plumlee,C
16,20150113,Miami (FL),L,0,6,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,1,0,0,2,0,0.8328859202281254,75,0.8980565853305325,9,1.0384980309524776,4,NaN,NA,0.7611716812109366,6,NaN,NA,Marshall Plumlee,C
18,20150119,Pitt,W,0,7,1,1,1,1,1,1,0,0,NaN,2,2,1,2,NaN,4,1,0,1,0,0,1,0,4,4,0.7654700045274917,92,0.9683213845547707,29,0.8620963540697169,7,0.8259022461269914,9,NaN,NA,NaN,NA,Marshall Plumlee,C
22,20150204,Georgia Tech,W,0,8,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,1,1,2,0,0,0,0,3,0,0.7779315060076326,63,0.8604015226229447,17,0.9900167311072329,2,1.2386627845524183,1,NaN,NA,NaN,NA,Marshall Plumlee,C
23,20150207,Notre Dame,W,0,11,1,2,0.5,1,2,0.5,0,0,NaN,0,0,NaN,1,NaN,1,1,2,3,0,0,1,1,4,2,0.7376168096652619,105,0.8139836501021501,15,0.7341377159533574,13,0.777315513472027,1,NaN,NA,1.3161075805317084,1,Marshall Plumlee,C
26,20150218,UNC,W,0,7,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,2,0,0,0,0,0,0,0.7829135273702076,64,0.7933562773865893,34,0.9407229359073896,25,NaN,NA,NaN,NA,1.072475026655147,3,Marshall Plumlee,C
27,20150221,Clemson,W,0,24,1,1,1,1,1,1,0,0,NaN,1,2,0.5,2,NaN,3,0,3,3,0,0,0,0,3,3,0.7490745059279922,273,0.8039397254121466,66,0.6926506329735205,59,0.716604141021744,1,0.7674117293630432,6,0.9685783546806599,3,Marshall Plumlee,C
30,20150304,Wake Forest,W,0,18,1,1,1,1,1,1,0,0,NaN,2,2,1,2,NaN,4,1,3,4,1,1,0,1,2,4,0.7785416887025038,269,0.7542053510141815,37,0.9197546002327358,27,0.8129072615880634,3,0.9167586976019115,2,NaN,NA,Marshall Plumlee,C
32,20150312,NC State,W,0,21,6,6,1,6,6,1,0,0,NaN,0,0,NaN,2,NaN,2,1,1,2,1,1,3,0,3,12,0.5232346788377701,274,0.8609805511519586,76,0.9244115889397274,54,0.4932970339238743,5,0.7618177253931854,6,1.0505229876616515,8,Marshall Plumlee,C
33,20150313,Notre Dame,L,0,5,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,0,1,0,0,0,0,1,2,0.5863451824889137,69,0.8622916962745834,24,0.7572367831863089,15,0.7539492240324361,3,NaN,NA,NaN,NA,Marshall Plumlee,C
34,20150320,Robert Morris,W,0,19,5,6,0.8333333333333334,5,6,0.8333333333333334,0,0,NaN,0,1,0,1.6666666666666667,NaN,1.6666666666666667,5,5,10,1,0,0,1,0,10,0.6095490677752287,271,0.6767098402810487,41,0.9204752255833867,20,0.8337520423643616,2,NaN,NA,1.2489026779220385,3,Marshall Plumlee,C
35,20150322,San Diego State,W,0,7,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,1,0,0.7699469918412238,73,0.7697412055204289,20,0.7268861811442138,21,NaN,NA,0.6869977962821331,7,0.6117896605169224,2,Marshall Plumlee,C
1,20141114,Presbyterian,W,0,19,1,6,0.16666666666666666,0,0,NaN,1,6,0.16666666666666666,0,0,NaN,NaN,0.5,0.5,1,4,5,0,2,0,0,4,3,0.9265622165351165,70,1.00465753318014,67,0.8477537627911891,84,NaN,NA,NaN,NA,0.6684316009224722,16,Semi Ojeleye,F
2,20141115,Fairfield,W,0,11,2,5,0.4,0,0,NaN,2,5,0.4,1,2,0.5,NaN,1.2,1.4,0,1,1,0,1,0,0,2,7,0.6958673148043215,44,0.8108230365600558,21,0.754225069454513,76,NaN,NA,1.066521795466133,1,0.7204557978460764,13,Semi Ojeleye,F
3,20141118,Michigan State,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,0,0,0,0,NaN,NA,1.217841538854899,4,0.8080539251304455,23,NaN,NA,NaN,NA,NaN,NA,Semi Ojeleye,F
4,20141121,Temple,W,0,4,0,2,0,0,0,NaN,0,2,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,2,0,0.7496673275130888,20,0.6561500200289743,15,0.7716675246622738,24,NaN,NA,NaN,NA,0.7944658522857546,6,Semi Ojeleye,F
5,20141126,Furman,W,0,15,2,3,0.6666666666666666,1,1,1,1,2,0.5,1,1,1,2,1.5,2,1,2,3,0,0,0,0,2,6,0.8272207838279606,70,0.7854247399828339,64,0.7586711586552926,91,0.9947058305866459,3,1.0554967669399447,1,0.7145745638963945,10,Semi Ojeleye,F
6,20141130,Army,W,0,12,0,2,0,0,1,0,0,1,0,2,4,0.5,0,0,1,1,3,4,1,0,0,0,1,2,0.9982524384663772,51,0.8203136507014808,76,0.8065427840242408,130,NaN,NA,0.7827882159034907,7,0.9040777963279,19,Semi Ojeleye,F
1,20141114,Presbyterian,W,0,5,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,1,2,1,0,0,0,1,0,0.8554282167674649,10,0.9075888213759921,8,0.7428521600638633,26,NaN,NA,NaN,NA,0.7691242387443458,2,Nick Pagliuca,G
2,20141115,Fairfield,W,0,3,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,0,0,NaN,NaN,1,1,0,1,1,0,0,0,0,0,3,0.7248288237913739,7,0.8675671924601552,10,0.8373603577795696,21,NaN,NA,0.9902727440191976,2,0.8173790850045012,6,Nick Pagliuca,G
3,20141126,Furman,W,0,2,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,0,0,0,1,0,1.128675312522749,3,0.8291247039096826,6,0.7292203480646552,18,NaN,NA,1.0548484831214158,2,0.9709463945602224,2,Nick Pagliuca,G
4,20150103,Boston College,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0,0.7215503328414059,4,0.6701397121154831,5,0.8318258078995076,16,NaN,NA,0.9472466355623211,4,0.9432002002535439,3,Nick Pagliuca,G
5,20150207,Notre Dame,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0.5743528399904303,3,0.7149866845885955,2,0.9200732211252723,15,NaN,NA,NaN,NA,NaN,NA,Nick Pagliuca,G
6,20150221,Clemson,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0,0.6930814391838311,7,1.1157348473566555,3,1.1142384457340924,31,NaN,NA,NaN,NA,NaN,NA,Nick Pagliuca,G
7,20150312,NC State,W,0,2,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,NA,1.0112011923279618,18,1.071459440020986,46,NaN,NA,NaN,NA,0.8661208826045721,2,Nick Pagliuca,G
8,20150320,Robert Morris,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,0,1,0,0,0,0,0,0,0.9155480789858347,6,0.965659533389816,10,0.8817723236159165,30,NaN,NA,NaN,NA,NaN,NA,Nick Pagliuca,G
9,20150322,San Diego State,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nick Pagliuca,G
1,20141114,Presbyterian,W,0,3,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,0,0,0,1,0,0,0,0,0,0.8457984203613323,5,0.7674821787550832,4,0.7186356231936145,7,NaN,NA,NaN,NA,0.8329176784286859,2,Sean Kelly,G
2,20141115,Fairfield,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,0,0,NaN,NA,NaN,NA,0.665392839538438,14,NaN,NA,NaN,NA,0.7372242266013397,1,Sean Kelly,G
3,20150103,Boston College,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0.8857729900320374,5,0.790721864301122,7,0.9154627065732365,20,NaN,NA,NaN,NA,0.835928205522436,2,Sean Kelly,G
4,20150207,Notre Dame,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0.7981765546107842,1,0.8301853816838415,5,0.8545986294194217,14,NaN,NA,NaN,NA,NaN,NA,Sean Kelly,G
5,20150221,Clemson,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,NA,0.9527729030389807,2,0.8502871849266784,15,NaN,NA,NaN,NA,NaN,NA,Sean Kelly,G
6,20150304,Wake Forest,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,1.7341320090517214,1,1.1286015948064085,6,1.1199769713936616,17,NaN,NA,NaN,NA,NaN,NA,Sean Kelly,G
7,20150312,NC State,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,1.210798789272638,1,1.1260999362643909,10,0.9897706025321416,39,NaN,NA,NaN,NA,NaN,NA,Sean Kelly,G
8,20150320,Robert Morris,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,NA,NaN,NA,0.939962971200459,17,NaN,NA,NaN,NA,NaN,NA,Sean Kelly,G
9,20150322,San Diego State,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kelly,G
